"Year","EventType","Actor1","Actor2","Country","Region","Location","ConflictLat","ConflictLong","StationID","YrMoDy","MaxTemp","StationName","StationLong","StationLat","TempCat"
1998,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19980315,106.69,"KASSALA",36.4,15.46,"H"
1998,"Battles","Military Forces of Eritrea (1993-)","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19980315,106.69,"KASSALA",36.4,15.46,"H"
1998,"Battles","Military Forces of Eritrea (1993-)","Military Forces of Sudan (1989-)","Sudan","Kassala","Shallalob",15.59,36.38,627300,19980315,106.69,"KASSALA",36.4,15.46,"H"
1998,"Battles","ULA: Ummah Liberation Army","Military Forces of Sudan (1989-)","Sudan","Al Qadarif","Khatir military camp",14.03,35.38,627520,19980403,106.69,"GEDAREF",35.4,14.03,"H"
1998,"Battles","SAF: Sudan Alliance Forces","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19980516,106.69,"KASSALA",36.4,15.46,"H"
1999,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Blue Nile","Ad-Damazin",11.76,34.34,628050,19990207,106.69,"DAMAZINE",34.38,11.78,"H"
1999,"Violence against civilians","Muslim Militia (Sudan)","Civilians (Sudan)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,19990207,106.69,"KHARTOUM",32.54,15.6,"M"
1999,"Violence against civilians","Muslim Militia (Sudan)","Civilians (Sudan)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,19990207,106.69,"KHARTOUM",32.54,15.6,"M"
1999,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990526,106.69,"KASSALA",36.4,15.46,"H"
1999,"Riots","Protesters (Sudan)","","Sudan","Khartoum","Omdurman",15.63,32.43,627210,19990529,106.69,"KHARTOUM",32.54,15.6,"M"
1999,"Riots","Protesters (Sudan)","Police Forces of Sudan (1989-)","Sudan","Khartoum","Omdurman",15.63,32.43,627210,19990927,106.69,"KHARTOUM",32.54,15.6,"M"
1999,"Riots","Protesters (Sudan)","Police Forces of Sudan (1989-)","Sudan","Khartoum","Omdurman",15.63,32.43,627210,19990927,106.69,"KHARTOUM",32.54,15.6,"M"
1999,"Riots","Protesters (Sudan)","Police Forces of Sudan (1989-)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,19990927,106.69,"KHARTOUM",32.54,15.6,"M"
2000,"Riots","Rioters (Sudan)","Police Forces of Sudan (1989-)","Sudan","Red Sea","Port Sudan",19.1,37.31,626410,20000913,106.69,"PORT SUDAN",37.21,19.58,"H"
2001,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Blue Nile","Kurmuk",10.55,34.28,628050,20010416,106.69,"DAMAZINE",34.38,11.78,"H"
2001,"Riots","Protesters (Sudan)","","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20011008,106.69,"KHARTOUM",32.54,15.6,"M"
2007,"Battles","Police Forces of Sudan (1989-)","SLM/A-Minnawi: Sudan Liberation Movement/Army-Minnawi Faction","Sudan","Khartoum","Omdurman",15.63,32.43,627210,20070324,106.69,"KHARTOUM",32.54,15.6,"M"
2008,"Battles","JEM: Justice and Equality Movement","Military Forces of Sudan (1989-)","Sudan","Northern Kordofan","Hamrat al Wazz",15.03,30.13,627710,20080510,106.69,"EL OBEID",30.23,13.16,"H"
2008,"Battles","Military Forces of Sudan (1989-)","SLM/A: Sudan Liberation Movement/Army","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20080710,106.69,"KHARTOUM",32.54,15.6,"M"
2009,"Battles","Lou-Nuer Ethnic Militia","Murle Ethnic Militia (Sudan)","Sudan","Jonglei","Jonglei",8,32,628400,20090316,106.69,"MALKAL",31.64,9.55,"H"
2009,"Battles","Murle Ethnic Militia","Lou-Nuer Ethnic Militia","Sudan","Jonglei","Jonglei",8,32,628400,20090415,106.69,"MALKAL",31.64,9.55,"H"
2010,"Battles","People's Struggle Movement","UNAMID: United Nations Mission In Darfur","Sudan","South Darfur","Nyala",12.05,24.88,627900,20100412,106.69,"NYALA",24.88,12.05,"H"
1998,"Violence against civilians","SPLA/M: Sudanese People's Liberation Army/Movement","Civilians (Sudan)","Sudan","Northern Kordofan","Wadi Abei",14.98,30.43,627710,19980430,106.9,"EL OBEID",30.23,13.16,"H"
1999,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990604,106.9,"KASSALA",36.4,15.46,"H"
2005,"Battles","Unidentified Armed Group (Sudan)","Police Forces of Sudan (1989-)","Sudan","North Darfur","Tawila",13.5,24.89,627900,20050401,106.9,"NYALA",24.88,12.05,"H"
2005,"Riots","Rioters (Sudan)","","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20050406,106.9,"KHARTOUM",32.54,15.6,"M"
2008,"Battles","Rizaygat Ethnic Militia","JEM: Justice and Equality Movement","Sudan","Eastern","Jabal Ma",20.08,33.61,626400,20081007,106.9,"ABU HAMED",33.31,19.53,"M"
2001,"Riots","Rioters (Sudan)","","Sudan","Northern","""Nile Valley University, Berber""",18.01,33.98,626800,20010620,107.09,"ATBARA",33.96,17.7,"M"
2005,"Violence against civilians","Police Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Khartoum","Soba Aradi",15.48,32.68,627210,20050518,107.09,"KHARTOUM",32.54,15.6,"M"
2008,"Battles","Military Forces of Sudan (1989-)","SLM/A: Sudan Liberation Movement/Army","Sudan","Khartoum","Omdurman",15.63,32.43,627210,20080618,107.09,"KHARTOUM",32.54,15.6,"M"
1999,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990620,107.19,"KASSALA",36.4,15.46,"H"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Bahr el Ghazal","Tama",10.33,25.2,627900,20020526,107.19,"NYALA",24.88,12.05,"H"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Bahr el Ghazal","Tama",10.33,25.2,627900,20020526,107.19,"NYALA",24.88,12.05,"H"
2000,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Kassala","Kassala",15.45,36.39,627300,20000429,107.4,"KASSALA",36.4,15.46,"H"
1998,"Battles","SSDF-Marchar: South Sudan Defense Forces-Marchar","Matiep Militia","Sudan","Khartoum","Kalakilah",15.46,32.46,627210,19981017,107.59,"KHARTOUM",32.54,15.6,"M"
1999,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Southern Kordofan","Kaduqli",11.01,29.71,628100,19990219,107.59,"KADOGLLI",29.71,11,"H"
1999,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628100,19990219,107.59,"KADOGLLI",29.71,11,"H"
1999,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990413,107.59,"KASSALA",36.4,15.46,"H"
1999,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Khartoum","Khartoum North",15.54,32.53,627210,19990415,107.59,"KHARTOUM",32.54,15.6,"M"
1999,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990523,107.59,"KASSALA",36.4,15.46,"H"
1999,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990523,107.59,"KASSALA",36.4,15.46,"H"
1999,"Riots","Protesters (Sudan)","","Sudan","Khartoum","Khartoum",15.54,32.53,627210,19990602,107.59,"KHARTOUM",32.54,15.6,"M"
2000,"Battles","Unidentified Armed Group (Sudan)","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,20000321,107.59,"KASSALA",36.4,15.46,"H"
2001,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Blue Nile","Ad-Damazin",11.76,34.34,628050,20010413,107.59,"DAMAZINE",34.38,11.78,"H"
2002,"Battles","Unidentified Ethnic Militia (Sudan)","Military Forces of Sudan (1989-)","Sudan","West Darfur","West Darfur",12.88,22.96,627700,20020427,107.59,"GENINA",22.45,13.48,"H"
2002,"Violence against civilians","Military Forces of Ethiopia (1991-)","Civilians (Sudan)","Sudan","Jonglei","Ajwara",7.11,33.98,628400,20020514,107.59,"MALKAL",31.64,9.55,"H"
2002,"Riots","Protesters (Sudan)","","Sudan","Khartoum","Omdurman",15.63,32.43,627210,20020920,107.59,"KHARTOUM",32.54,15.6,"M"
2003,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Darfur","Shattay",12.18,23.91,627900,20030519,107.59,"NYALA",24.88,12.05,"H"
2005,"Battles","Unidentified Armed Group (Sudan)","SPLA/M: Sudanese People's Liberation Army/Movement","Sudan","Junglei","Akobo",7.78,33.01,628400,20050306,107.59,"MALKAL",31.64,9.55,"H"
2005,"Riots","Rioters (Sudan)","Police Forces of Sudan (1989-)","Sudan","South Kordofan","South Kordofan",11,31,628100,20050415,107.59,"KADOGLLI",29.71,11,"H"
2005,"Battles","Eastern Front","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,20050419,107.59,"KASSALA",36.4,15.46,"H"
2006,"Battles","Military Forces of Sudan (1989-)","SSDF: South Sudan Defense Forces","Sudan","Southern Kordofan","Abyei",9.59,28.43,628100,20060307,107.59,"KADOGLLI",29.71,11,"H"
2006,"Battles","Eastern Front","Military Forces of Sudan (1989-)","Sudan","Eastern","Wagar",16.15,36.2,627300,20060413,107.59,"KASSALA",36.4,15.46,"H"
2006,"Battles","Eastern Front","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,20060413,107.59,"KASSALA",36.4,15.46,"H"
2006,"Battles","Eastern Front","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,20060413,107.59,"KASSALA",36.4,15.46,"H"
2006,"Violence against civilians","Eastern Front","Civilians (Sudan)","Sudan","Eastern","Wagar",16.15,36.2,627300,20060413,107.59,"KASSALA",36.4,15.46,"H"
2006,"Violence against civilians","Police Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20060829,107.59,"KHARTOUM",32.54,15.6,"M"
2008,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Upper Nile","Malakal",9.53,31.65,628400,20080324,107.59,"MALKAL",31.64,9.55,"H"
2008,"Battles","JEM: Justice and Equality Movement","Military Forces of Sudan (1989-)","Sudan","Khartoum","Omdurman",15.63,32.43,627210,20080508,107.59,"KHARTOUM",32.54,15.6,"M"
2009,"Violence against civilians","Zaghawa Ethnic Militia","Civilians (Sudan)","Sudan","Northern Kordofan","El Obeid",13.18,30.21,627710,20090321,107.59,"EL OBEID",30.23,13.16,"H"
2010,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Misseriya Ethnic Group","Sudan","Upper Nile","Bentiu",9.23,29.83,628400,20100315,107.59,"MALKAL",31.64,9.55,"H"
2010,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Bahr el Ghazal","Ador",7.84,29.26,628400,20100315,107.59,"MALKAL",31.64,9.55,"H"
1997,"Riots","Rioters (Sudan)","Military Forces of Sudan (1989-)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,19970607,108,"KHARTOUM",32.54,15.6,"H"
1999,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990522,108,"KASSALA",36.4,15.46,"H"
2002,"Battles","LRA: Lord's Resistance Army","Military Forces of Sudan (1989-)","Sudan","White Nile","El Jebelien",12.59,32.8,627720,20020629,108,"AROMA",32.66,13.16,"H"
2004,"Battles","Unidentified Armed Group (Sudan)","Military Forces of Sudan (1989-)","Sudan","Northern Darfur","El Fashir",13.63,25.35,627600,20040816,108,"EL FASHER",25.33,13.61,"H"
2004,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Northern Darfur","El Fashir",13.63,25.35,627600,20040816,108,"EL FASHER",25.33,13.61,"H"
2005,"Riots","Rioters (Sudan)","","Sudan","Al Jazirah","Wad Madani",14.39,33.51,627510,20050221,108,"WAD MEDANI",33.48,14.39,"H"
2009,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20090320,108,"KHARTOUM",32.54,15.6,"H"
2009,"Riots","Rioters (Sudan)","","Sudan","Gezira","Alti",15.25,32.97,627210,20090922,108,"KHARTOUM",32.54,15.6,"H"
2009,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Gezira","Alti",15.25,32.97,627210,20090922,108,"KHARTOUM",32.54,15.6,"H"
2006,"Battles","SSDF: South Sudan Defense Forces","SSDF-Faction: South Sudan Defense Forces Faction","Sudan","Upper Nile","Nasir",8.6,33.06,628400,20060411,108.09,"MALKAL",31.64,9.55,"H"
2006,"Riots","Rioters (Sudan)","","Sudan","Darfur","Darfur",13,25,627900,20060508,108.09,"NYALA",24.88,12.05,"H"
2005,"Battles","Unidentified Armed Group (Sudan)","Military Forces of Sudan (1989-)","Sudan","South Darfur","Abu Karinka",11.58,26.56,628090,20050310,108.3,"BABANUSA",27.81,11.33,"H"
2010,"Battles","Military Forces of Sudan (1989-)","JEM: Justice and Equality Movement","Sudan","Darfur","Furaywah",12.39,26.71,628090,20100405,108.3,"BABANUSA",27.81,11.33,"H"
1998,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19980606,108.5,"KASSALA",36.4,15.46,"H"
1998,"Violence against civilians","NDA: National Democratic Alliance","Civilians (Sudan)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,19980629,108.5,"KHARTOUM",32.54,15.6,"H"
2001,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Police Forces of Sudan (1989-)","Sudan","Al Jazirah","At Talha",14.4,33.35,627510,20010302,108.5,"WAD MEDANI",33.48,14.39,"H"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Darfur","Um Haraz",11.98,23.23,627900,20020424,108.5,"NYALA",24.88,12.05,"H"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,20020525,108.5,"MALKAL",31.64,9.55,"H"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,20020525,108.5,"MALKAL",31.64,9.55,"H"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,20020525,108.5,"MALKAL",31.64,9.55,"H"
2002,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Western Upper Nile","Bentiu",9.23,29.83,628400,20020525,108.5,"MALKAL",31.64,9.55,"H"
2004,"Battles","Military Forces of  Uganda (1986-)","LRA: Lord's Resistance Army","Sudan","Equatoria","Gatanga",6.03,26.95,628800,20040403,108.5,"WAU",28.01,7.69,"H"
2005,"Violence against civilians","SLM/A: Sudan Liberation Movement/Army","Civilians (Sudan)","Sudan","North Darfur","Al-Malha Wells",15.13,26.2,627810,20050220,108.5,"EN NAHUD",28.43,12.69,"H"
2006,"Battles","Military Forces of  Uganda (1986-)","LRA: Lord's Resistance Army","Sudan","East Equatoria","Juba",4.84,31.61,629410,20060128,108.5,"JUBA",31.6,4.86,"H"
2006,"Battles","UPDF: Military Forces of Uganda (1986-)","LRA: Lord's Resistance Army","Sudan","East Equatoria","Juba",4.84,31.61,629410,20060128,108.5,"JUBA",31.6,4.86,"H"
2010,"Battles","Dinka Ethnic Group","Nuer Ethnic Group (Sudan)","Sudan","Junglei","Fangak",9.06,30.88,628400,20100119,108.5,"MALKAL",31.64,9.55,"H"
2010,"Battles","Nuer Ethnic Militia","Nuer Ethnic  Militia","Sudan","Upper Nile","Khawr Nyang",9.13,29.54,628400,20100119,108.5,"MALKAL",31.64,9.55,"H"
2010,"Violence against civilians","SPLA/M: Sudanese People's Liberation Army/Movement","Civilians (Sudan)","Sudan","Bahr el Ghazal","Cheibet",7.03,29.25,628400,20100219,108.5,"MALKAL",31.64,9.55,"H"
2005,"Battles","Eastern Front","Military Forces of Sudan (1989-)","Sudan","Red Sea","Tokar",19.1,37.31,626410,20050619,108.69,"PORT SUDAN",37.21,19.58,"H"
1999,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990504,108.9,"KASSALA",36.4,15.46,"H"
1999,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990504,108.9,"KASSALA",36.4,15.46,"H"
1999,"Violence against civilians","Military Forces of Eritrea (1993-)","Civilians (Sudan)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990504,108.9,"KASSALA",36.4,15.46,"H"
2000,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,20000426,108.9,"KASSALA",36.4,15.46,"H"
1999,"Battles","ULA: Ummah Liberation Army","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990505,109,"KASSALA",36.4,15.46,"H"
1999,"Battles","ULA: Ummah Liberation Army","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990505,109,"KASSALA",36.4,15.46,"H"
1999,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990505,109,"KASSALA",36.4,15.46,"H"
1999,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990505,109,"KASSALA",36.4,15.46,"H"
1999,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990506,109,"KASSALA",36.4,15.46,"H"
1999,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19990506,109,"KASSALA",36.4,15.46,"H"
1998,"Battles","ULA: Ummah Liberation Army","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19980618,109.4,"KASSALA",36.4,15.46,"H"
1998,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19980618,109.4,"KASSALA",36.4,15.46,"H"
1998,"Battles","Military Forces of Eritrea (1993-)","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19980618,109.4,"KASSALA",36.4,15.46,"H"
1998,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19980619,109.4,"KASSALA",36.4,15.46,"H"
1998,"Battles","NDA: National Democratic Alliance","Military Forces of Sudan (1989-)","Sudan","Kassala","Kassala",15.45,36.39,627300,19980619,109.4,"KASSALA",36.4,15.46,"H"
1998,"Battles","Unidentified Armed Group (Sudan)","Unidentified Armed Group II (Sudan)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,19980627,109.4,"KHARTOUM",32.54,15.6,"H"
1998,"Battles","Unidentified Armed Group (Sudan)","Military Forces of Sudan (1989-)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,19980627,109.4,"KHARTOUM",32.54,15.6,"H"
1999,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Blue Nile","Aroma area",15.81,36.13,627300,19990331,109.4,"KASSALA",36.4,15.46,"H"
1999,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Blue Nile","Malawaya area",15.26,36.2,627300,19990331,109.4,"KASSALA",36.4,15.46,"H"
1999,"Violence against civilians","SPLA/M: Sudanese People's Liberation Army/Movement","Civilians (Sudan)","Sudan","Blue Nile","Aroma area",15.81,36.13,627300,19990331,109.4,"KASSALA",36.4,15.46,"H"
1999,"Violence against civilians","SPLA/M: Sudanese People's Liberation Army/Movement","Civilians (Sudan)","Sudan","Blue Nile","Malawaya area",15.26,36.2,627300,19990331,109.4,"KASSALA",36.4,15.46,"H"
